RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
87,118833,2024-02-14 03:41:58.2628383,23,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileDelete (A file delete was detected),NT AUTHORITY\SYSTEM,,"ProcessID: 10220, ProcessGUID: 817bddf3-3685-65cc-2e02-000000001900",RuleName: Executables,"SHA1=BB91AE1F2F7142B9099E3CC285F4F5B84DE568E4,MD5=B158D8D605571EA47A238DF5AB43DFAA,SHA256=CA763693CC25D316F14A9EBAD80EBF00590329550C45ADB7E5205486533C2504,IMPHASH=8B52E108EA5F90B3A554E42291127487",TargetFilename: C:\Windows\Installer\MSIC65F.tmp,IsExecutable: True,Archived: true,C:\Windows\system32\msiexec.exe,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""Executables""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.248""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3685-65cc-2e02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10220""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\msiexec.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Installer\\MSIC65F.tmp""},{""@Name"":""Hashes"",""#text"":""SHA1=BB91AE1F2F7142B9099E3CC285F4F5B84DE568E4,MD5=B158D8D605571EA47A238DF5AB43DFAA,SHA256=CA763693CC25D316F14A9EBAD80EBF00590329550C45ADB7E5205486533C2504,IMPHASH=8B52E108EA5F90B3A554E42291127487""},{""@Name"":""IsExecutable"",""#text"":""True""},{""@Name"":""Archived"",""#text"":""true""}]}}"
88,118834,2024-02-14 03:41:58.2642637,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 10220, ProcessGUID: 817bddf3-3685-65cc-2e02-000000001900","RuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness",Image: C:\Windows\system32\msiexec.exe,TargetFilename: C:\Windows\Installer\MSIC670.tmp,,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1574.010,technique_name=Services File Permissions Weakness""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.248""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3685-65cc-2e02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10220""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\msiexec.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Installer\\MSIC670.tmp""},{""@Name"":""CreationUtcTime"",""#text"":""2024-02-14 03:41:58.248""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
89,118835,2024-02-14 03:41:58.2849552,23,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileDelete (A file delete was detected),NT AUTHORITY\SYSTEM,,"ProcessID: 10220, ProcessGUID: 817bddf3-3685-65cc-2e02-000000001900",RuleName: Executables,"SHA1=BB91AE1F2F7142B9099E3CC285F4F5B84DE568E4,MD5=B158D8D605571EA47A238DF5AB43DFAA,SHA256=CA763693CC25D316F14A9EBAD80EBF00590329550C45ADB7E5205486533C2504,IMPHASH=8B52E108EA5F90B3A554E42291127487",TargetFilename: C:\Windows\Installer\MSIC670.tmp,IsExecutable: True,Archived: true,C:\Windows\system32\msiexec.exe,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""Executables""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.280""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3685-65cc-2e02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10220""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\msiexec.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Installer\\MSIC670.tmp""},{""@Name"":""Hashes"",""#text"":""SHA1=BB91AE1F2F7142B9099E3CC285F4F5B84DE568E4,MD5=B158D8D605571EA47A238DF5AB43DFAA,SHA256=CA763693CC25D316F14A9EBAD80EBF00590329550C45ADB7E5205486533C2504,IMPHASH=8B52E108EA5F90B3A554E42291127487""},{""@Name"":""IsExecutable"",""#text"":""True""},{""@Name"":""Archived"",""#text"":""true""}]}}"
90,118836,2024-02-14 03:41:58.2910039,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 10220, ProcessGUID: 817bddf3-3685-65cc-2e02-000000001900","RuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness",Image: C:\Windows\system32\msiexec.exe,TargetFilename: C:\Windows\Installer\MSIC690.tmp,,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1574.010,technique_name=Services File Permissions Weakness""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.280""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3685-65cc-2e02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10220""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\msiexec.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Installer\\MSIC690.tmp""},{""@Name"":""CreationUtcTime"",""#text"":""2024-02-14 03:41:58.280""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
91,118837,2024-02-14 03:41:58.3063181,23,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileDelete (A file delete was detected),NT AUTHORITY\SYSTEM,,"ProcessID: 10220, ProcessGUID: 817bddf3-3685-65cc-2e02-000000001900",RuleName: Executables,"SHA1=BB91AE1F2F7142B9099E3CC285F4F5B84DE568E4,MD5=B158D8D605571EA47A238DF5AB43DFAA,SHA256=CA763693CC25D316F14A9EBAD80EBF00590329550C45ADB7E5205486533C2504,IMPHASH=8B52E108EA5F90B3A554E42291127487",TargetFilename: C:\Windows\Installer\MSIC690.tmp,IsExecutable: True,Archived: true,C:\Windows\system32\msiexec.exe,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""Executables""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.295""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3685-65cc-2e02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10220""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\msiexec.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Installer\\MSIC690.tmp""},{""@Name"":""Hashes"",""#text"":""SHA1=BB91AE1F2F7142B9099E3CC285F4F5B84DE568E4,MD5=B158D8D605571EA47A238DF5AB43DFAA,SHA256=CA763693CC25D316F14A9EBAD80EBF00590329550C45ADB7E5205486533C2504,IMPHASH=8B52E108EA5F90B3A554E42291127487""},{""@Name"":""IsExecutable"",""#text"":""True""},{""@Name"":""Archived"",""#text"":""true""}]}}"
92,118838,2024-02-14 03:41:58.3344279,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileCreate,NT AUTHORITY\SYSTEM,,"ProcessID: 10220, ProcessGUID: 817bddf3-3685-65cc-2e02-000000001900","RuleName: technique_id=T1574.010,technique_name=Services File Permissions Weakness",Image: C:\Windows\system32\msiexec.exe,TargetFilename: C:\Windows\Installer\MSIC6C0.tmp,,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1574.010,technique_name=Services File Permissions Weakness""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.327""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3685-65cc-2e02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10220""},{""@Name"":""Image"",""#text"":""C:\\Windows\\system32\\msiexec.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Windows\\Installer\\MSIC6C0.tmp""},{""@Name"":""CreationUtcTime"",""#text"":""2024-02-14 03:41:58.327""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
93,118839,2024-02-14 03:41:58.4045440,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,A process changed a file creation time,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1070.006,technique_name=Timestomp",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\powercfg.msi,CreationTimeUTC: 2024-01-10 18:12:27.357,PreviousCreationTimeUTC: 2024-02-14 03:41:58.389,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1070.006,technique_name=Timestomp""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.389""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\powercfg.msi""},{""@Name"":""CreationUtcTime"",""#text"":""2024-01-10 18:12:27.357""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2024-02-14 03:41:58.389""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
94,118840,2024-02-14 03:41:58.4048771,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileCreate,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900",RuleName: -,Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\c.cmd,,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.389""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\c.cmd""},{""@Name"":""CreationUtcTime"",""#text"":""2024-02-14 03:41:58.389""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
95,118841,2024-02-14 03:41:58.4053804,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,A process changed a file creation time,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1070.006,technique_name=Timestomp",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\c.cmd,CreationTimeUTC: 2024-01-10 18:12:26.295,PreviousCreationTimeUTC: 2024-02-14 03:41:58.389,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1070.006,technique_name=Timestomp""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\c.cmd""},{""@Name"":""CreationUtcTime"",""#text"":""2024-01-10 18:12:26.295""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2024-02-14 03:41:58.389""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
96,118842,2024-02-14 03:41:58.4056902,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileCreate,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900",RuleName: -,Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\cmmc.cmd,,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\cmmc.cmd""},{""@Name"":""CreationUtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
97,118843,2024-02-14 03:41:58.4061207,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,A process changed a file creation time,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1070.006,technique_name=Timestomp",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\cmmc.cmd,CreationTimeUTC: 2024-01-10 18:12:26.373,PreviousCreationTimeUTC: 2024-02-14 03:41:58.404,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1070.006,technique_name=Timestomp""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\cmmc.cmd""},{""@Name"":""CreationUtcTime"",""#text"":""2024-01-10 18:12:26.373""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
98,118844,2024-02-14 03:41:58.4065154,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileCreate,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900",RuleName: -,Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\on.cmd,,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\on.cmd""},{""@Name"":""CreationUtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
99,118845,2024-02-14 03:41:58.4069465,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,A process changed a file creation time,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1070.006,technique_name=Timestomp",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\on.cmd,CreationTimeUTC: 2024-01-10 18:12:26.436,PreviousCreationTimeUTC: 2024-02-14 03:41:58.404,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1070.006,technique_name=Timestomp""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\on.cmd""},{""@Name"":""CreationUtcTime"",""#text"":""2024-01-10 18:12:26.436""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
100,118846,2024-02-14 03:41:58.4075055,11,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,FileCreate,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900",RuleName: -,Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\once.cmd,,,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\once.cmd""},{""@Name"":""CreationUtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
101,118847,2024-02-14 03:41:58.4078369,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,A process changed a file creation time,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1070.006,technique_name=Timestomp",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\once.cmd,CreationTimeUTC: 2024-01-10 18:12:26.458,PreviousCreationTimeUTC: 2024-02-14 03:41:58.404,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1070.006,technique_name=Timestomp""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\once.cmd""},{""@Name"":""CreationUtcTime"",""#text"":""2024-01-10 18:12:26.458""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
102,118848,2024-02-14 03:41:58.4086077,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,A process changed a file creation time,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1070.006,technique_name=Timestomp",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\cmd.txt,CreationTimeUTC: 2024-01-10 18:12:26.326,PreviousCreationTimeUTC: 2024-02-14 03:41:58.404,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1070.006,technique_name=Timestomp""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\cmd.txt""},{""@Name"":""CreationUtcTime"",""#text"":""2024-01-10 18:12:26.326""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
103,118849,2024-02-14 03:41:58.4093822,2,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,3028,4412,DESKTOP-887GK2L,1,S-1-5-18,A process changed a file creation time,DESKTOP-887GK2L\CyberJunkie,,"ProcessID: 10672, ProcessGUID: 817bddf3-3684-65cc-2d02-000000001900","RuleName: technique_id=T1070.006,technique_name=Timestomp",Image: C:\Users\CyberJunkie\Downloads\Preventivo24.02.14.exe.exe,TargetFilename: C:\Users\CyberJunkie\AppData\Roaming\Photo and Fax Vn\Photo and vn 1.1.2\install\F97891C\WindowsVolume\Games\UltraVNC.ini,CreationTimeUTC: 2024-01-10 18:12:26.530,PreviousCreationTimeUTC: 2024-02-14 03:41:58.404,,False,C:\DFIR\Cases\unit42\Microsoft-Windows-Sysmon-Operational.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""technique_id=T1070.006,technique_name=Timestomp""},{""@Name"":""UtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""ProcessGuid"",""#text"":""817bddf3-3684-65cc-2d02-000000001900""},{""@Name"":""ProcessId"",""#text"":""10672""},{""@Name"":""Image"",""#text"":""C:\\Users\\CyberJunkie\\Downloads\\Preventivo24.02.14.exe.exe""},{""@Name"":""TargetFilename"",""#text"":""C:\\Users\\CyberJunkie\\AppData\\Roaming\\Photo and Fax Vn\\Photo and vn 1.1.2\\install\\F97891C\\WindowsVolume\\Games\\UltraVNC.ini""},{""@Name"":""CreationUtcTime"",""#text"":""2024-01-10 18:12:26.530""},{""@Name"":""PreviousCreationUtcTime"",""#text"":""2024-02-14 03:41:58.404""},{""@Name"":""User"",""#text"":""DESKTOP-887GK2L\\CyberJunkie""}]}}"
